BIBLIOGRAFÍA CONSIGNADA EN EL PLAN DE ESTUDIOS - OBLIGATORIA/COMPLEMENTARIA MEDICINA												
												
												
ASIGNATURAS 	SEMESTRE	BIBLIOGRAFIA	TITULO	AUTOR	AÑO	ED.	Nro. Ejemplares	N° EJEMPLARES EN BIBLIOTECA OBLIGATORIA	N° EJEMPLARES EN BIBLIOTECA COMPLEMENTARIA	N° TITULOS EN BIBLIOTECA OBLIGATORIA	N° TITULOS EN BIBLIOTECA COMPLEMENTARIA	Disponibilidad
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Manual de Buena Práctica en Cuidados a las Personas Mayores	Gil Gregorio, P	2015	1a.	0		0			0
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Semiología Médica 	Goic et al	2018	4a.	12		12		1	1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Geriatría para el Médico Familiar	Gutiérrez et al	2012	1a.	0		0			0
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Ham's Primary Care Geriatrics: A Case-Based Approach	Ham et al	2014	6a.	0		0			0
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Radiología Básica: Aspectos Fundamentales	Herring, W.	2016	3a.	8		8		1	1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Making Sence of the ECG: A Hands-On Guide	Houghton & Gray	2014	4a.	5		5		1	1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Compendio de Medicina de Urgencias: Guía Terapéutica de Bolsillo	Jiménez Murillo y Montero Pérez	2017	4a.	5		5		1	1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Harrison Principios de Medicina Interna T1-2	Kasper, e.a.	2016	19a.	28		28		1	1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Step-up to Geriatrics	King & Lipsky	2017		0		0			0
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Clinical Medicine	Kumar & Clark	2017	9a.	5		5		1	1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Laboratory Medicine Diagnosis of Disease in Clinical Laboratory	Laposata, M.	2014	2a.	0		0			0
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Oxford Handbook of Clinical Medicine	Ian Wilkinson	2017	10a.	5		5		1	1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Core Radiology	Mandell, J.	2013	1a.	15		15		1	1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Geriatría y Gerontología	Marín Larraín PP.	2015	3a.	0		0			0
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Evidence Based Physical Diagnosis	McGee, S.	2018	4a.	5		5		1	1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Mosby's Diagnostic and Laboratory Test Reference	Pagana et al	2012	13a.	2		2		1	1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Essential Surgery: Problems, Diagnosis and Management	Quíck et al	2014	5a.	5		5		1	1
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Differential Diagnosis	Raftery et al	2014	4a.	0		0			0
ATENCION PRIMARIA Y MEDICINA FAMILIAR	10	COMPLEMENTARIA:	Davidson's Principles and Practice of Medicine	Walker, e.a.	2014	22a.	5		5		1	1
MEDICINA LEGAL Y FORENSE	10	OBLIGATORIA:	Medicina Legal y Toxicológica	Gisbert Clabuig, J.A.	2004	6a.	0	0				0
MEDICINA LEGAL Y FORENSE	10	OBLIGATORIA:	Medicina Legal y Criminalística	Teke Schlicht, A.	2010	2a.	0	0				0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Valoración Médica del Daño Corporal	Hernández, C.	2001	2a.	0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Handbook of Forensic Medicine. Oxford	Madea B.	2014		0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Knight's Forensic Pathology	Saukko P., Knight, B.	2004	3a.	0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Oxford Handbook of Forensic Medicine	J. Wyatt, T. Squires, G. Norfolk, J. Payne-James	2011		0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Lecciones de Medicina Legal	Humberto Giugni	2000		0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Medicina Legal	Vargas Alvarado, E.	2014	5a.	0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Procedimiento Pericial Médico-Forense. Normas que lo rigen y los derechos humanos	García Garduza, I.	2012	4a.	0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Tanatología Médico Forense. La Fragilidad de la Existencia Humana	García Arellano, JF.	2015	1a.	0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Manual de Patología Forense	Di Maio, V., Dana, S.	2003		0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	La Violencia de Género: Aspectos Médico-Legales y Juridíco-Penales	Rodríguez Calvo MS, Vazquez-Portomeñe F.	2013		0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	La Violencia contra la Mujer: Abordaje Asistencial, Médico-Legales y Juridíco	Rodríguez Calvo MS, Vazquez-Portomeñe F.	2014		0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	La Violencia contra la Mujer y otras Víctimas Vulnerables	Rodríguez Calvo MS	2015		0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Handbook of Analytical Separations. V. 2: Forensic Science	Bogusz, M.J.	2008		0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Medical Toxicology	Dart, R. C.	2004	3a.	0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Principles of Forensic Toxicology	Levine, B.	2010	3a.	0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Fundamentals of Forensic DNA Typing	Butler, JM	2010		0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Encoded Evidence: DNA in Forensic Analysis. Nat Rev Genet 5(10):739-51	Jobling MA, Gill P	2004		0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Improving Human Forensic Through Advances in Genetics, Genomics and Molecular Biology. Nat Rev Genet 12(3):179-92	Kayser M., de Knijff P.	2011		0		0			0
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Código Civil de la República de Chile				26		26		1	1
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Código Penal de la República de Chile				22		22		1	1
MEDICINA LEGAL Y FORENSE	10	COMPLEMENTARIA:	Código Procesal de la República de Chile				27		27		1	1
GINECOLOGIA Y OBSTETRICIA	10	OBLIGATORIA:	Ginecología General y Salud de la Mujer	Cuello M., Miranda V. Y Ralph C.	2017		0	0				0
GINECOLOGIA Y OBSTETRICIA	10		Williams Obstetrics (español)	Cunningham, Gary, Leveno, Kenneth J., Bloom, Steven L., 6 Spong, Catherine Y.	2015	24a.	5	5		1		1
GINECOLOGIA Y OBSTETRICIA	10		Williams Gynecology	Bradshaw, Karen D., Corton, Marlene M., Halvorson, Lisa M., Hoffman, Barbara L., Schaffer, Marlene., & Schorge, John O.	2016	3a.	0	0				0
GINECOLOGIA Y OBSTETRICIA	10		Alto Riesgo Obstétrico	Ebensperger, E., & Lizana, J.	2013	2a.	18	18		1		1
GINECOLOGIA Y OBSTETRICIA	10	COMPLEMENTARIA:	Obstetricia y Ginecología	Beckmann et al	2014	7a.	3		3		1	1
GINECOLOGIA Y OBSTETRICIA	10		Maternal-Fetal Medicine: Principles and Practice	Creasy & Resnick	2013	7a.	0		0			0
GINECOLOGIA Y OBSTETRICIA	10		Current Diagnosis & Treatment Obstetrics & Gynecology	Dechernety et al	2013	11a.	0		0			0
GINECOLOGIA Y OBSTETRICIA	10		Obstetrics: Normal and Problem a Pregnancies	Gabbe et al	2017	7a.	0		0			0
GINECOLOGIA Y OBSTETRICIA	10		Williams Ginecología	Hoffman, B. et al	2014	2a.	0		0			0
GINECOLOGIA Y OBSTETRICIA	10		Gynecology by Ten Teachers	Kenny & Bickerstaff	2017	20a.	0		0			0
GINECOLOGIA Y OBSTETRICIA	10		Comprehensive Gynecology	lobo et al	2016	7a.	0		0			0
GINECOLOGIA Y OBSTETRICIA	10		Casos Clínicos en Ginecología y Obstetricia	Matorras y Remohi	2011	1a.	0		0			0
GINECOLOGIA Y OBSTETRICIA	10		Tratado de Ginecología y Obstetricia de la SEGO	Roura y Rodríguez	2017	1a.	0		0			0
GINECOLOGIA Y OBSTETRICIA	10		Yen & Jaffe's Reproductive Endocrinology: Physiology, Pathophysiology, and Clinical Management	Strauss & Barbieri	2013	7a.	0		0			0
GERIATRIA	10	OBLIGATORIA:	Geriatría y Gerontología	Marín Larraín PP.	2015	3a.	0	0				0
GERIATRIA	10	OBLIGATORIA:	Step-up to Geriatrics	King & Lipsky	2017		0	0				0
GERIATRIA	10	COMPLEMENTARIA:	Geriatría	D'Hyver & Gutierrez	2014	3a.	0		0			0
GERIATRIA	10	COMPLEMENTARIA:	Manual de Buena Práctica en Cuidados a las Personas Mayores	Gil Gregorio, P	2015	1a.	0		0			0
GERIATRIA	10	COMPLEMENTARIA:	Geriatría para el Médico Familiar	Gutiérrez et al	2012	1a.	0		0			0
GERIATRIA	10	COMPLEMENTARIA:	Ham's Primary Care Geriatrics: A Case-Based Approach	Ham et al	2014	6a.	0		0			0
GERIATRIA	10	COMPLEMENTARIA:	Essential Clinical Geriatrics	Kane et al	2013	7a.	0		0			0
GERIATRIA	10	COMPLEMENTARIA:	Práctica de la Geriatría	Rodríguez & Lazcano	2011	3a.	0		0			0
GERIATRIA	10	COMPLEMENTARIA:	Oxford Case Histories in Geriatric Medicine	Thompson et al	2015	1a.	0		0			0
GERIATRIA	10	COMPLEMENTARIA:	Emergencias y Paciente Crítico	Arancibia & Ugarte	2011	1a.	0		0			0
GERIATRIA	10	COMPLEMENTARIA:	Semiología Médica: Fisiopatología, Semiotecnia y Propedéutica. Enseñanza-aprendizaje centrada en la persona	Argente & Alvarez	2013	2a.	10		10		1	1
GERIATRIA	10	COMPLEMENTARIA:	Essentials of Kumar and Clark's Clinical Medicine	Nicola Zammit	2018	6a.	5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	Andreoli's and Carpenter's Cecil Essentials of Medicine	Benjamín, I.	2015	9a.	0		0			0
GERIATRIA	10	COMPLEMENTARIA:	The Washington Manual of Medical Therapeutics (español)	Bhat et al	2017	35a.	10		10		1	1
GERIATRIA	10	COMPLEMENTARIA:	Bates Guía de Exploración Física e Historia Clínica	Bickley	2013	11a.	5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	Principios de Cirugía de Schwartz	Brunicardi et al	2015	10a.	5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	Fundamentos del Cuidado Quirúrgico	Burdiles, P.	2011	1a.	2		2		1	1
GERIATRIA	10	COMPLEMENTARIA:	Semiología Quirúrgica	Carvajal, C.	2016	2a.	5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	Manual de Urgencias Medicoquirúrgicas	Caimi y Caimi	2013	2a.	2		2		1	1
GERIATRIA	10	COMPLEMENTARIA:	Oncología Clínica	Cruz Hernández et al	2012	5a.	0		0			0
GERIATRIA	10	COMPLEMENTARIA:	Current Surgical Diagnosis and Treatment	Doherty, G.M.	2015	14a.	0		0			0
GERIATRIA	10	COMPLEMENTARIA:	Exploración Clínica de McLeod	Douglas et al	2014	13a.	5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	Cirugía: Fundamentos para la Práctica Clínico-Quirúrgica	Giménez, M.	2014	1a.	3		3		1	1
GERIATRIA	10	COMPLEMENTARIA:	Semiología Médica 	Goic et al	2018	4a.	12		12		1	1
GERIATRIA	10	COMPLEMENTARIA:	ECG en la Práctica	Hampton, J.	2014	6a.	5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	ECG Fácil	Hampton, J.	2014	8a.	5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	Radiología Básica: Aspectos Fundamentales	Herring, W.	2016	3a.	8		8		1	1
GERIATRIA	10	COMPLEMENTARIA:	Making Sence of the ECG: A Hands-On Guide	Houghton & Gray	2014	4a.	5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	Medicina de Urgencias y Emergencias: Guía Diagnóstica y Protocolos de Actuación	Jiménez Murillo y Montero Pérez	2014	5a.	5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	Compendio de Medicina de Urgencias: Guía Terapéutica de Bolsillo	Jiménez Murillo y Montero Pérez	2017	4a.	5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	Lecture Notes: Urology	Kaisary et al	2016	7a.	0		0			0
GERIATRIA	10	COMPLEMENTARIA:	Harrison Principios de Medicina Interna T1-2	Kasper, e.a.	2016	19a.	28		28		1	1
GERIATRIA	10	COMPLEMENTARIA:	Clinical Medicine	Kumar & Clark	2017	9a.	5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	Laboratory Medicine Diagnosis of Disease in Clinical Laboratory	Laposata, M.	2014	2a.	0		0			0
GERIATRIA	10	COMPLEMENTARIA:	Introducción a la Medicina Clínica: Fisiopatología y Semiología	Laso, F.J.	2015	3a.	2		2		1	1
GERIATRIA	10	COMPLEMENTARIA:	Oxford Handbook of Clinical Medicine	Ian Wilkinson	2017	10a.	5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	Velázquez Farmacología Básica y Clínica	Lorenzo, e.a.	2008	18a.	5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	Core Radiology	Mandell, J.	2013	1a.	15		15		1	1
GERIATRIA	10	COMPLEMENTARIA:	Evidence Based Physical Diagnosis	McGee, S.	2018	4a.	5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	Mosby's Diagnostic and Laboratory Test Reference	Pagana et al	2012	13a.	2		2		1	1
GERIATRIA	10	COMPLEMENTARIA:	Manual de Patología General. Sisinio de Castro	Pérez Arellano, A.J.	2013		5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	Exploración Clínica Práctica de Noguer-Balcells	Prieto Valtueña, JM	2016	28a.	5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	Essential Surgery: Problems, Diagnosis and Management	Quíck et al	2014	5a.	5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	Differential Diagnosis	Raftery et al	2014	4a.	0		0			0
GERIATRIA	10	COMPLEMENTARIA:	Manual de Urgencias	Rivas Jiménez, M	2016	4a.	9		9		1	1
GERIATRIA	10	COMPLEMENTARIA:	Medicina Interna de Farreras Rozman T1-2	Rozman y Cardellach López	2016	18a.	12		12		1	1
GERIATRIA	10	COMPLEMENTARIA:	Radiology 101: The Basics & Fundamentals of Imaging	Smith & Farrell	2014	4a.	0		0			0
GERIATRIA	10	COMPLEMENTARIA:	Semiología Médica y Técnica Exploratoria	Surós y Surós	2001	8a.	2		2		1	1
GERIATRIA	10	COMPLEMENTARIA:	Davidson's Principles and Practice of Medicine	Walker, e.a.	2014	22a.	5		5		1	1
GERIATRIA	10	COMPLEMENTARIA:	Sabiston Textbook of Surgery: The Biological Basis of Modern Surgical Practice	Townsend et al	2017	20a.	5		5		1	1
OTORRINOLARINGOLOGIA	10	OBLIGATORIA:	Diagnóstico y Tratamiento en Otorrinolaringología. Cirugía de Cabeza y Cuello	Lalwani, A.	2016	3a.	0	0				0
OTORRINOLARINGOLOGIA	10	OBLIGATORIA:	Manual de Otorrinolaringología, Cabeza y Cuello	Peñaranda, A.	2007	1a.	0	0				0
OTORRINOLARINGOLOGIA	10	COMPLEMENTARIA:	Práctica de la ORL y Cirugía de Cabeza y Cuello	Arrieta, P. & Prado, C.	2012	1a.	0		0			0
OTORRINOLARINGOLOGIA	10	COMPLEMENTARIA:	Essential Otolaryngology	Chan & Goddard	2015	1a.	0		0			0
OTORRINOLARINGOLOGIA	10	COMPLEMENTARIA:	Manual de Otorrinolaringología. Internet Medical Publishing	Montila, M. 	2014		0		0			0
OTORRINOLARINGOLOGIA	10	COMPLEMENTARIA:	Otolaryngology Cases	Pensak, M.	2017	2a.	0		0			0
OTORRINOLARINGOLOGIA	10	COMPLEMENTARIA:	ORL y Patología Cervical	Poch, J.	2006	1a.	0		0			0
OTORRINOLARINGOLOGIA	10	COMPLEMENTARIA:	ORL: Manual Clínico	SEOR, S.E.-F.	2011	2a.	0		0			0
OTORRINOLARINGOLOGIA	10	COMPLEMENTARIA:	ENT: An Introduction and Practical Guide	Tysome, K. &.	2012	1a.	0		0			0
INTERNADO DE MEDICINA INTERNA	11	OBLIGATORIA:	Medicina de Urgencias y Emergencias: Guía Diagnóstica y Protocolos de Actuación	Jiménez Murillo y Montero Pérez	2014	5a.	5	5		1		1
INTERNADO DE MEDICINA INTERNA	11	OBLIGATORIA:	Clinical Medicine	Kumar & Clark	2017	9a.	5	5		1		1
INTERNADO DE MEDICINA INTERNA	11	OBLIGATORIA:	Harrison Principios de Medicina Interna T1-2	Kasper, e.a.	2016	19a.	28	28		1		1
INTERNADO DE MEDICINA INTERNA	11	OBLIGATORIA:	Manual Oxford de Medicina Interna	Longmore et al	2012		0	0				0
INTERNADO DE MEDICINA INTERNA	11	OBLIGATORIA:	Oxford Handbook of Clinical Medicine	Ian Wilkinson	2017	10a.	5	5		1		1
INTERNADO DE MEDICINA INTERNA	11	OBLIGATORIA:	ECG Fácil	Hampton, J.	2014	8a.	5	5		1		1
INTERNADO DE MEDICINA INTERNA	11	OBLIGATORIA:	Core Radiology	Mandell, J.	2013	1a.	15	15		1		1
INTERNADO DE MEDICINA INTERNA	11	OBLIGATORIA:	Mosby's Diagnostic and Laboratory Test Reference	Pagana et al	2012	13a.	2	2		1		1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Manual de Urgencias Medicoquirúrgicas	Caimi y Caimi	2013	2a.	2		2		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Compendio de Medicina de Urgencias: Guía Terapéutica de Bolsillo	Jiménez Murillo y Montero Pérez	2017	4a.	5		5		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Manual de Urgencias	Rivas Jiménez, M	2016	4a.	9		9		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Emergencias y Paciente Crítico	Arancibia y Ugarte	2011	1a.	0		0			0
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Semiología Médica: Fisiopatología, Semiotecnia y Propedéutica. Enseñanza-aprendizaje centrada en la persona	Argente & Alvarez	2013	2a.	10		10		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Essentials of Kumar and Clark's Clinical Medicine	Nicola Zammit	2018	6a.	5		5		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Andreoli's and Carpenter's Cecil Essentials of Medicine	Benjamín, I.	2015	9a.	0		0			0
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	The Washington Manual of Medical Therapeutics	Bhat et al	2016		0		0			0
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Manual Washington de Terapéutica Médica	Bhat et al	2017	35a.	10		10		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Bates Guía de Exploración Física e Historia Clínica	Bickley	2013	11a.	5		5		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Exploración Clínica de McLeod	Douglas et al	2014	13a.	5		5		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Velázquez Farmacología Básica y Clínica	Lorenzo, e.a.	2008	18a.	5		5		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Semiología Médica 	Goic et al	2018	4a.	12		12		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Introducción a la Medicina Clínica: Fisiopatología y Semiología	Laso, F.J.	2015	3a.	2		2		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Evidence Based Physical Diagnosis	McGee, S.	2018	4a.	5		5		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Manual de Patología General. Sisinio de Castro	Pérez Arellano, A.J.	2013	7a.	5		5		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Exploración Clínica Práctica de Noguer-Balcells	Prieto Valtueña, JM	2016	28a.	5		5		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Differential Diagnosis	Raftery et al	2014	4a.	0		0			0
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Medicina Interna de Farreras Rozman T1-2	Rozman y Cardellach López	2016	18a.	12		12		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Semiología Médica y Técnica Exploratoria	Surós y Surós	2001	8a.	2		2		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Davidson's Principles and Practice of Medicine	Walker, e.a.	2014	22a.	5		5		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	ECG en la Práctica	Hampton, J.	2014	6a.	5		5		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Radiología Básica: Aspectos Fundamentales	Herring, W.	2016	3a.	8		8		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Making Sence of the ECG: A Hands-On Guide	Houghton & Gray	2014	4a.	5		5		1	1
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Laboratory Medicine Diagnosis of Disease in Clinical Laboratory	Laposata, M.	2014	2a.	0		0			0
INTERNADO DE MEDICINA INTERNA	11	COMPLEMENTARIA:	Radiology 101: The Basics & Fundamentals of Imaging	Smith & Farrell	2014	4a.	0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	OBLIGATORIA:	Psiquiatría para la Atención Primaria y el Médico General: Depresión, Ansiedad y Somatización	Acuña, R. e.	2009		0	0				0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	OBLIGATORIA:	Psiquiatría Essentials for Primary Care	Schneider, & L.	2007		0	0				0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Texto Introductorio de Psiquiatría. El Manual Moderno	Black, &.A.	2015		0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Psiquiatría	Burton, N.	2016		0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Psicopatología y Semiología Psiquiátrica	Capponi, M.R.	2016		5		5		1	1
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	The Psychiatric Interview	Carlat, D.	2016		0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Psiquiatría in Primary Care	Casey, &.B.	2011		0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Fish's Clinical Psychopathology	Casey, &.K.	2007		0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Shorter Oxford Textbook of Psiquiatría	Cowen, e.a.	2014		0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Introducción a la Psicopatología	Eguiluz, U.I.	2013		0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Psicopatología Clínica de Fish	Fish, F.	1986		0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Psiquiatría Clerkship	Ganti, &.K.	2016		0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Primary Care Mental Health	Gask, e.a.	2009		0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Lippincott's Primary Care Psiquiatría	McCarron, e.a.	2018		0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Substance Use Disorders: A Guide for the Primary Care Provider	Milhorn, H.	2017		0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Mental Health for Primary Care: A Practical Guide for Non-Specialists	Morris, &.R.	2009		0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	The Maudsley Handbook of Practical Psiquiatría	Owen, e.a.	2014		0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Sim's Síntomas Mentales: Manual de Psicopatología Descriptiva	Oyebode, F.	2016	5a.	2		2		1	1
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Oxford Handbook of Clinical Psiquiatría	Semple, &.S.	2013		0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Psychiatric Interviewing: The Art of Understanding	Shea, C.	2017	3a.	1		1		1	1
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Libro de Casos: Promoción de la Salud Mental desde la Atención Primaria	Tizón, G.e.	2016		0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Manual de Psiquiatría Infantil: Guía Clínica para Pediatras y Médicos Generales	Valdivia, M.	2017		0		0			0
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Introducción a la Psicopatología y a la Psiquiatría	Vallejo, R.J.	2015	8a.	5		5		1	1
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Manual Diagnóstico y Estadístico de los Trastornos Mentales DSM-5	VV.AA.	2014	5a.	5		5		1	1
INTERNADO DE PSIQUIATRIA Y SALUD MENTAL	11	COMPLEMENTARIA:	Trastornos Mentales y del Comportamiento	VV.AA. CIE-10	1993		0		0			0
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	OBLIGATORIA:	Essential Anesthesia: from Basics to Clinica	Euliano & Gravenstein 	2004	1a.	0	0				0
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	OBLIGATORIA:	Essential Anesthesia: from Science to Practice	Euliano & Gravenstein 	2011	2a.	5	5		1		1
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	OBLIGATORIA:	Medicina de Urgencias y Emergencias: Guía Diagnóstica y Protocolos de Actuación	Jiménez Murillo y Montero Pérez	2014	5a.	5	5		1		1
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	OBLIGATORIA:	Cirugía: Fundamentos para la Práctica Clínico-Quirúrgica	Giménez, M.	2014	1a.	3	3		1		1
INTERNADO DE CIRUGIA Y ESPECIALIDADES QUIRURGICAS	12	OBLIGATORIA:	Essential Surgery: Problems, Diagnosis and Management	Quíck et al	2014	5a.	5	5		1		1
